instance,solver,run,nvertices,nedges,nP,nQ,nvars,ncons,state,terminationReason,time,nodes,nodesLeft,lb,ub,gap,initialHeurValue,initialHeurTime,initialSemigreedyIters,nNodesInt,nNodesFrac,nNodesGcp,nNodesTrivial,nNodesInfeas,nNodesInfeasPrepro,nNodesInfeasCheck,nNodesInfeasAux,gcpAvgTime,nsol,nsolHeur,nsolLR,nsolGCP,nsolTrivial,ninitSol,ninitDummy,ninit,rootNVertices,rootNEdges,rootNP,rootNQ,rootlb,rootub,rootHeurTime,rootFeasTime,rootCgTime,rootNCalls,rootNCallsPool,rootNCallsHeur,rootNCallsMwis1,rootNCallsMwis2,rootNCallsExact,rootNCols,rootNColsPool,rootNColsHeur,rootNColsMwis1,rootNColsMwis2,rootNColsExact,rootTime,rootTimePool,rootTimeHeur,rootTimeMwis1,rootTimeMwis2,rootTimeExact,otherNodesHeurTime,otherNodesFeasNCalls,otherNodesFeasTime,otherNodesNCalls,otherNodesNCallsPool,otherNodesNCallsHeur,otherNodesNCallsMwis1,otherNodesNCallsMwis2,otherNodesNCallsExact,otherNodesNCols,otherNodesNColsPool,otherNodesNColsHeur,otherNodesNColsMwis1,otherNodesNColsMwis2,otherNodesNColsExact,otherNodesTime,otherNodesTimePool,otherNodesTimeHeur,otherNodesTimeMwis1,otherNodesTimeMwis2,otherNodesTimeExact
r_n150_p0.5_nA45_nB30_i0,byp_p4,0,150,5548,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,335.898,1,1,6.40842,12.0,0.465965,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,138,4754,45,30,6.40842,12.0,0.00222306,0.0,335.893,15460,0,15300,0,80,80,846,0,767,0,0,79,335.759,1.5731e-05,1.72411,0.0,0.649043,333.386,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i1,byp_p4,0,150,8408,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,100.221,1,1,6.42838,11.0,0.415602,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,143,7719,30,30,6.42838,11.0,0.00178528,0.0,100.216,4433,0,4400,0,17,16,296,0,280,0,1,15,100.192,3.813e-06,0.412312,0.0,0.199369,99.5803,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i1,byp_p4,0,150,8353,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,134.53,1,1,5.83049,11.0,0.469956,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,146,7981,30,45,5.83049,11.0,0.00223891,0.0,134.525,4738,0,4700,0,20,18,254,0,235,0,2,17,134.503,4.52e-06,0.462677,0.0,0.198188,133.842,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i0,byp_p4,0,150,8394,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,133.269,1,1,6.10349,11.0,0.445137,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,8268,30,45,6.10349,11.0,0.00205125,0.0,133.264,5045,0,5000,0,25,20,287,0,263,0,5,19,133.239,5.263e-06,0.532526,0.0,0.222138,132.485,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i2,byp_p4,0,150,8354,45,30,-1,-1,INFEASIBLE_RELAX,root relaxation infeasible,0.00274273,1,0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,128,6158,44,30,-1.0,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i1,byp_p4,0,150,2820,45,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,2.91754,5.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,2910,45,45,2.91754,5.0,0.00153793,0.0,915.134,18111,0,18000,0,58,53,1041,0,983,0,5,53,914.932,1.6781e-05,2.25171,0.0,4.75445,907.926,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i2,byp_p4,0,150,8343,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,186.21,1,1,5.84623,11.0,0.468524,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,8433,30,30,5.84623,11.0,0.00192396,0.0,186.206,5558,0,5500,0,33,25,283,0,251,0,8,24,186.177,7.671e-06,0.645821,0.0,0.249006,185.282,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB45_i1,byp_p4,0,150,5542,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,263.285,1,1,5.64315,9.0,0.372983,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,139,4857,45,45,5.64315,9.0,0.00246081,0.0,263.28,11574,0,11500,0,38,36,627,0,590,0,2,35,263.184,1.0954e-05,1.31824,0.0,0.418923,261.447,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB30_i1,byp_p4,0,150,5541,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,148.593,1,1,6.50042,11.0,0.409052,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,132,4369,45,30,6.50042,11.0,0.00203836,0.0,148.587,12796,0,12700,0,48,48,747,0,700,0,0,47,148.479,1.3016e-05,1.26799,0.0,0.341854,146.869,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB30_i0,byp_p4,0,150,2747,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.14195,6.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,143,2644,45,30,3.14195,6.0,0.00131976,0.0,910.984,24793,0,24600,0,99,94,1127,0,1028,0,5,94,910.71,2.408e-05,2.83347,0.0,5.63387,902.242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB30_i2,byp_p4,0,150,5567,45,30,-1,-1,INFEASIBLE_RELAX,root relaxation infeasible,0.00129772,1,0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,140,4961,44,30,-1.0,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB45_i2,byp_p4,0,150,8347,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,105.91,1,1,9.93045,14.0,0.290682,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,138,7115,45,45,9.93045,14.0,0.00323124,0.0,105.904,4741,0,4700,0,21,20,304,0,284,0,1,19,105.867,5.018e-06,0.457273,0.0,0.178233,105.231,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB45_i1,byp_p4,0,150,8352,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,50.9138,1,1,10.1201,15.0,0.325329,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,129,6229,45,45,10.1201,15.0,0.00267111,0.0,50.907,4630,0,4600,0,15,15,361,0,347,0,0,14,50.8738,5.23e-06,0.407139,0.0,0.146841,50.3198,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i2,byp_p4,0,150,2797,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,716.282,1,1,1.82546,4.0,0.543636,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3048,30,30,1.82546,4.0,0.000869775,0.0,716.279,16589,0,16500,0,55,34,744,0,690,0,21,33,716.193,1.3662e-05,2.02336,0.0,7.7738,706.396,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i2,byp_p4,0,150,5522,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,745.777,1,1,3.4034,7.0,0.513799,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,5701,30,30,3.4034,7.0,0.00156526,0.0,745.772,9974,0,9900,0,42,32,503,0,462,0,10,31,745.72,9.956e-06,1.19325,0.0,0.948736,743.578,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB45_i2,byp_p4,0,150,2796,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,625.088,1,1,1.7812,4.0,0.5547,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3059,30,45,1.7812,4.0,0.000876918,0.0,625.084,16092,0,16000,0,66,26,617,0,552,0,40,25,625.018,1.3726e-05,1.96633,0.0,17.8048,605.247,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i0,byp_p4,0,150,2747,30,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,1.87869,4.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3023,30,30,1.87869,4.0,0.000895877,0.0,916.805,16302,0,16200,0,64,38,663,0,599,0,26,38,916.73,1.4882e-05,2.05258,0.0,10.3511,904.326,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i0,byp_p4,0,150,2747,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,132.368,1,1,3.0,5.0,0.4,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,2917,45,45,3.0,5.0,0.00141732,0.0,132.363,10523,0,10500,0,14,9,906,0,893,0,4,9,132.231,6.802e-06,1.34488,0.0,1.14035,129.745,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB45_i1,byp_p4,0,150,5541,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,300.834,1,1,3.5038,7.0,0.499457,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,147,5485,30,45,3.5038,7.0,0.00161185,0.0,300.829,7764,0,7700,0,33,31,391,0,359,0,2,30,300.796,7.739e-06,0.893743,0.0,0.544283,299.358,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i0,byp_p4,0,150,8394,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,67.0858,1,1,13.5518,-1.0,-1.0,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,1,134,6710,45,30,13.5518,-1.0,0.000270991,0.0,67.0822,16335,0,16200,0,68,67,522,0,455,0,1,66,67.0037,1.6965e-05,1.65174,0.0,0.199677,65.1523,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i0,byp_p4,0,150,8394,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,107.703,1,1,6.18696,10.0,0.381304,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,147,8159,30,30,6.18696,10.0,0.00187286,0.0,107.698,4731,0,4700,0,16,15,323,0,308,0,1,14,107.672,4.957e-06,0.49075,0.0,0.196988,106.984,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i2,byp_p4,0,150,8343,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,153.979,1,1,5.75462,9.0,0.360598,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,8443,30,45,5.75462,9.0,0.00211047,0.0,153.974,4036,0,4000,0,19,17,264,0,246,0,2,16,153.952,4.693e-06,0.457496,0.0,0.210373,153.284,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB30_i1,byp_p4,0,150,2834,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,795.194,1,1,1.89718,3.0,0.367605,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,3080,30,30,1.89718,3.0,0.000859276,0.0,795.191,16292,0,16200,0,52,40,690,0,639,0,12,39,795.107,1.8973e-05,2.06798,0.0,5.64616,787.393,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB45_i0,byp_p4,0,150,5548,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,747.062,1,1,5.45256,11.0,0.504313,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,5584,45,45,5.45256,11.0,0.00264768,0.0,747.056,16185,0,16000,0,94,91,658,0,565,0,3,90,746.915,2.1467e-05,2.00049,0.0,0.962355,743.952,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB45_i1,byp_p5,0,150,2822,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,43.4497,1,1,1.91186,3.0,0.362715,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,3095,30,45,1.91186,3.0,0.000879534,0.0,43.4466,11649,0,11600,44,3,2,550,0,468,80,1,1,43.3961,8.381e-06,1.48699,0.875817,0.396264,40.637,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i0,byp_p5,0,150,5548,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,231.565,1,1,3.50245,7.0,0.49965,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,5660,30,30,3.50245,7.0,0.00150659,0.0,231.561,8858,0,8800,37,11,10,475,0,423,42,1,9,231.517,6.439e-06,1.08484,0.457487,0.290485,229.684,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA30_nB45_i0,byp_p5,0,150,2747,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,565.218,1,1,1.88633,3.0,0.371222,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,149,2983,30,45,1.88633,3.0,0.000906768,0.0,565.215,17037,0,16900,93,23,21,614,0,477,115,2,20,565.14,1.2404e-05,1.99202,9.03753,4.52588,549.584,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB45_i0,byp_p5,0,150,5548,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,139.437,1,1,3.4175,6.0,0.430416,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,5580,30,45,3.4175,6.0,0.00156828,0.0,139.433,7148,0,7100,36,6,6,418,0,355,58,0,5,139.397,4.253e-06,0.822311,0.352514,0.176324,138.046,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i2,byp_p5,0,150,2800,45,45,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,2.89388,6.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,2869,45,45,2.89388,6.0,0.00136237,0.0,918.554,23983,0,23800,105,41,37,984,0,857,86,4,37,918.323,1.721e-05,2.93901,9.1079,5.5856,900.691,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB45_i2,byp_p5,0,150,5526,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,321.523,1,1,5.51934,9.0,0.38674,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,142,5040,45,45,5.51934,9.0,0.00249628,0.0,321.518,14316,0,14200,64,27,25,687,0,610,51,2,24,321.403,1.1969e-05,1.61603,0.847825,0.379493,318.559,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB45_i0,byp_p5,0,150,8394,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,62.7355,1,1,9.85557,-1.0,-1.0,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,1,149,8335,45,45,9.85557,-1.0,0.000936745,0.0,62.732,5540,0,5500,22,9,9,408,0,376,24,0,8,62.6895,3.452e-06,0.654912,0.207163,0.195945,61.6315,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i1,byp_p5,0,150,5562,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,368.788,1,1,3.69525,6.0,0.384125,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,5585,30,30,3.69525,6.0,0.00153619,0.0,368.784,9386,0,9300,48,19,19,468,0,411,39,0,18,368.739,7.174e-06,1.0918,0.677239,0.317653,366.652,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB45_i2,byp_p5,0,150,5525,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,71.6069,1,1,3.26947,6.0,0.455089,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,5705,30,45,3.26947,6.0,0.00156705,0.0,71.603,7133,0,7100,27,3,3,393,0,345,46,0,2,71.57,4.28e-06,0.874532,0.209061,0.0950983,70.3913,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i1,byp_p5,0,150,8353,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,7.87056,1,1,14.75,16.0,0.078125,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,94,3307,43,30,14.75,16.0,0.00182723,0.0,7.86305,12215,0,12100,71,23,21,375,0,305,48,2,20,7.82584,7.831e-06,0.489169,0.0233166,0.0707466,7.2426,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB30_i2,byp_p5,0,150,2794,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.12273,6.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,142,2675,44,30,3.12273,6.0,0.00125921,0.0,905.205,28726,0,28400,151,91,84,1107,0,945,71,7,84,904.938,2.5176e-05,2.69373,1.39792,5.84598,895.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB30_i1,byp_p5,0,150,2822,45,30,-1,-1,TIME_EXCEEDED_LP,time limit reached in LP,900.0,0,0,3.24178,7.0,1.79769e+306,-1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,140,2622,45,30,3.24178,7.0,0.00129905,0.0,905.688,24266,0,24000,95,87,84,1267,0,1172,8,3,84,905.389,2.4951e-05,2.6174,1.33659,4.23252,897.203,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA45_nB30_i0,byp_p5,0,150,5548,45,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,350.352,1,1,6.40842,12.0,0.465965,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,138,4754,45,30,6.40842,12.0,0.00225916,0.0,350.346,18582,0,18300,112,85,85,864,0,749,31,0,84,350.197,1.8808e-05,2.02083,0.502753,0.686856,346.986,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i1,byp_p5,0,150,8408,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,29.526,1,1,6.42838,11.0,0.415602,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,143,7719,30,30,6.42838,11.0,0.00174603,0.0,29.5209,4831,0,4800,20,6,5,306,0,279,22,1,4,29.4957,3.576e-06,0.448618,0.154183,0.111511,28.7814,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i1,byp_p5,0,150,8353,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,9.75892,1,1,5.83049,11.0,0.469956,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,146,7981,30,45,5.83049,11.0,0.00222875,0.0,9.75372,3612,0,3600,10,1,1,254,0,238,16,0,0,9.7345,2.365e-06,0.35556,0.0604298,0.018162,9.30034,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB45_i0,byp_p5,0,150,8394,30,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,15.4456,1,1,6.10349,11.0,0.445137,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,8268,30,45,6.10349,11.0,0.00206378,0.0,15.4407,4222,0,4200,18,2,2,295,0,252,42,0,1,15.4179,2.755e-06,0.44245,0.101753,0.0389094,14.8347,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA45_nB30_i2,byp_p5,0,150,8354,45,30,-1,-1,INFEASIBLE_RELAX,root relaxation infeasible,0.00262705,1,0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,128,6158,44,30,-1.0,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.25_nA45_nB45_i1,byp_p5,0,150,2820,45,45,-1,-1,OPTIMAL_RELAX,root relaxation optimal,744.885,1,1,2.91695,5.0,0.416611,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,148,2910,45,45,2.91695,5.0,0.00149407,0.0,744.881,22568,0,22400,88,41,39,1085,0,985,60,2,38,744.641,1.617e-05,2.82317,4.76432,3.92752,733.126,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.75_nA30_nB30_i2,byp_p5,0,150,8343,30,30,-1,-1,OPTIMAL_RELAX,root relaxation optimal,19.0607,1,1,5.84623,11.0,0.468524,-1.0,0.0,0,0,1,0,0,0.0,0,0,0,0.0,1,1,0,0,0,1,0,1,150,8433,30,30,5.84623,11.0,0.00193641,0.0,19.0561,4526,0,4500,22,2,2,308,0,261,46,0,1,19.0304,3.129e-06,0.528806,0.147108,0.0381397,18.3163,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
