instance,solver,run,nvertices,nedges,n,m,state,terminationReason,value,totalTime,totalIters,bestTime,bestIter
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v3_a0.25,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,5,50.1254,50000,5.79909,5774
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v3_a0.25,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,27.4358,50000,0.00114499,1
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v3_a0.25,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,55.0808,50000,1.08741,985
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v3_a0.4,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,122.567,50000,0.674245,274
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v3_a0.4,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,51.0314,50000,1.91955,1881
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v3_a0.4,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,96.0349,50000,0.858008,446
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v3_a0.4,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,75.4745,50000,0.294051,194
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v3_a0.4,0,150,8354,45,30,UNKNOWN,unknown,-1,1.62043,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v3_a0.4,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,15,89.3297,50000,0.447452,249
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v3_a0.4,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,5,51.9672,50000,0.00106301,0
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v3_a0.4,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,104.576,50000,0.0278373,12
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v3_a0.4,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,4,57.2647,50000,39.8621,34810
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v3_a0.4,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,5,53.5048,50000,1.25217,1171
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v3_a0.4,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,5,51.6911,50000,0.00108947,0
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v3_a0.4,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,12,125.656,50000,109.827,43712
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v3_a0.4,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,12,108.194,50000,75.1805,34732
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v3_a0.4,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,49.5671,50000,0.429772,432
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v3_a0.4,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,84.1506,50000,2.21153,1305
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v3_a0.4,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,28.5965,50000,0.202079,355
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v3_a0.4,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,21.6418,50000,0.58615,1335
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v3_a0.4,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,28.981,50000,0.0197446,32
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v3_a0.4,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,82.7369,50000,0.0518994,30
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v3_a0.4,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,62.1101,50000,0.174315,139
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v3_a0.4,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,28.7456,50000,0.023398,39
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v3_a0.4,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,51.5173,50000,0.352952,338
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v3_a0.4,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,8,59.0916,50000,13.5837,11470
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v3_a0.4,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,50.301,50000,0.0403893,39
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v3_a0.4,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,73.3578,50000,0.815415,559
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v3_a0.4,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,28.7016,50000,0.0286188,48
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v3_a0.4,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,71.8165,50000,0.0687162,47
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v3_a0.4,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,54.723,50000,0.255822,232
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v3_a0.4,0,150,5567,45,30,UNKNOWN,unknown,-1,1.31028,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v3_a0.4,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,8,60.2892,50000,13.0862,10844
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v3_a0.4,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,28.4407,50000,0.0985345,172
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v3_a0.4,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,5,49.313,50000,3.16082,3216
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v3_a0.4,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,97.9352,50000,0.00411442,1
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v3_a0.4,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,5,51.7354,50000,2.62831,2546
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v3_a0.4,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,27.1389,50000,0.0757374,138
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v3_a0.4,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,54.5812,50000,0.00115764,0
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v3_a0.3,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,123.004,50000,0.930921,377
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v3_a0.3,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,50.4012,50000,0.291107,288
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v3_a0.3,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,97.5094,50000,1.1071,567
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v3_a0.3,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,75.7465,50000,0.428163,282
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v3_a0.3,0,150,8354,45,30,UNKNOWN,unknown,-1,1.62488,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v3_a0.3,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,15,88.9379,50000,0.0854241,46
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v3_a0.3,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,4,51.1386,50000,49.9708,48853
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v3_a0.3,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,106.498,50000,0.0625383,28
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v3_a0.3,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,5,56.3661,50000,0.00122647,0
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v3_a0.3,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,5,53.6245,50000,0.976805,911
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v3_a0.3,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,4,52.4762,50000,1.4491,1380
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v3_a0.3,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,12,126.354,50000,12.908,5094
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v3_a0.3,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,13,108.228,50000,0.622938,285
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v3_a0.3,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,49.9364,50000,0.70806,707
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v3_a0.3,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,84.3053,50000,0.532655,311
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v3_a0.3,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,28.5002,50000,0.10699,188
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v3_a0.3,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,21.7828,50000,0.589471,1335
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v3_a0.3,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,29.3636,50000,0.00362929,5
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v3_a0.3,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,81.833,50000,0.146566,88
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v3_a0.3,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,61.3613,50000,9.56693,7798
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v3_a0.3,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,28.1376,50000,0.00352702,5
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v3_a0.3,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,51.1899,50000,0.0834959,80
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v3_a0.3,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,8,59.558,50000,1.17611,985
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v3_a0.3,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,49.8082,50000,0.135981,135
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v3_a0.3,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,73.0435,50000,0.924259,630
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v3_a0.3,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,29.0988,50000,0.00304516,4
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v3_a0.3,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,70.1193,50000,0.0525381,36
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v3_a0.3,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,55.4404,50000,0.0325147,28
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v3_a0.3,0,150,5567,45,30,UNKNOWN,unknown,-1,1.29633,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v3_a0.3,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,8,60.7894,50000,43.6124,35895
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v3_a0.3,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,28.1078,50000,0.00697555,11
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v3_a0.3,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,5,49.4668,50000,0.108396,108
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v3_a0.3,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,98.3886,50000,0.00412436,1
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v3_a0.3,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,5,52.225,50000,14.1054,13518
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v3_a0.3,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,27.5234,50000,0.0281794,49
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v3_a0.3,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,55.46,50000,0.194665,175
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v3_a0.15,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,120.001,50000,0.752148,313
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v3_a0.15,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,50.8885,50000,0.524167,512
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v3_a0.15,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,96.1503,50000,0.269877,139
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v3_a0.15,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,75.1794,50000,0.0631415,41
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v3_a0.15,0,150,8354,45,30,UNKNOWN,unknown,-1,1.61846,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v3_a0.15,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,15,88.7256,50000,0.0850578,46
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v3_a0.15,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,4,50.3579,50000,0.427894,426
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v3_a0.15,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,105.734,50000,0.0509936,23
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v3_a0.15,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,4,55.726,50000,8.68056,7788
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v3_a0.15,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,5,52.0882,50000,0.193582,185
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v3_a0.15,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,4,52.9705,50000,17.9107,16920
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v3_a0.15,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,12,126.716,50000,121.313,47864
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v3_a0.15,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,12,108.955,50000,40.0499,18322
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v3_a0.15,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,51.4855,50000,0.345717,334
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v3_a0.15,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,84.155,50000,0.517694,312
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v3_a0.15,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,27.6321,50000,0.0146542,25
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v3_a0.15,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,21.5713,50000,0.584396,1335
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v3_a0.15,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,28.3558,50000,0.000602494,0
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v3_a0.15,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,82.589,50000,0.0235529,13
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v3_a0.15,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,60.7632,50000,5.49836,4515
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v3_a0.15,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,28.1987,50000,0.00297657,4
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v3_a0.15,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,50.4476,50000,0.0216386,20
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v3_a0.15,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,8,58.3875,50000,7.77129,6652
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v3_a0.15,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,49.5894,50000,0.130071,130
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v3_a0.15,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,72.1515,50000,0.178759,122
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v3_a0.15,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,28.6198,50000,0.00294229,4
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v3_a0.15,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,70.9221,50000,1.10678,779
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v3_a0.15,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,54.1291,50000,0.00118052,0
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v3_a0.15,0,150,5567,45,30,UNKNOWN,unknown,-1,1.30371,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v3_a0.15,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,8,60.2345,50000,2.88057,2393
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v3_a0.15,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,27.7194,50000,0.00695721,11
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v3_a0.15,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,5,49.1815,50000,0.214723,217
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v3_a0.15,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,98.5241,50000,0.0739496,36
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v3_a0.15,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,5,50.7317,50000,6.41172,6322
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v3_a0.15,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,26.5589,50000,0.00156665,2
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v3_a0.15,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,54.1342,50000,0.435566,402
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v3_a0.35,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,120.307,50000,0.903923,374
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v3_a0.35,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,50.6769,50000,0.914557,905
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v3_a0.35,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,95.786,50000,0.0139228,6
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v3_a0.35,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,74.6489,50000,0.288145,192
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v3_a0.35,0,150,8354,45,30,UNKNOWN,unknown,-1,1.62361,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v3_a0.35,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,15,89.5166,50000,0.0854565,46
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v3_a0.35,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,4,51.3518,50000,9.4137,9179
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v3_a0.35,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,105.6,50000,0.0280462,12
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v3_a0.35,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,5,54.7021,50000,0.00233781,1
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v3_a0.35,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,5,52.0985,50000,3.09072,2975
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v3_a0.35,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,4,51.3912,50000,12.1414,11813
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v3_a0.35,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,12,125.95,50000,5.1786,2047
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v3_a0.35,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,12,108.52,50000,3.50263,1610
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v3_a0.35,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,51.1314,50000,0.0291705,27
r_n150_p0.5_nA45_nB30_i0,heur_semigreedy2s_v3_a0.35,0,150,5548,45,30,FEASIBLE,time limit with feasible solution,9,83.144,50000,0.570434,340
r_n150_p0.25_nA30_nB30_i0,heur_semigreedy2s_v3_a0.35,0,150,2747,30,30,FEASIBLE,time limit with feasible solution,3,28.2157,50000,0.00992394,16
r_n150_p0.75_nA45_nB30_i0,heur_semigreedy2s_v3_a0.35,0,150,8394,45,30,FEASIBLE,time limit with feasible solution,16,22.0456,50000,0.595141,1335
r_n150_p0.25_nA30_nB45_i2,heur_semigreedy2s_v3_a0.35,0,150,2796,30,45,FEASIBLE,time limit with feasible solution,3,29.2793,50000,0.0072859,11
r_n150_p0.5_nA45_nB30_i1,heur_semigreedy2s_v3_a0.35,0,150,5541,45,30,FEASIBLE,time limit with feasible solution,9,81.97,50000,0.0266722,15
r_n150_p0.75_nA30_nB30_i2,heur_semigreedy2s_v3_a0.35,0,150,8343,30,30,FEASIBLE,time limit with feasible solution,8,61.6861,50000,0.425106,344
r_n150_p0.25_nA30_nB45_i0,heur_semigreedy2s_v3_a0.35,0,150,2747,30,45,FEASIBLE,time limit with feasible solution,3,28.9705,50000,0.00833889,13
r_n150_p0.25_nA45_nB30_i0,heur_semigreedy2s_v3_a0.35,0,150,2747,45,30,FEASIBLE,time limit with feasible solution,5,53.0532,50000,0.0514119,47
r_n150_p0.75_nA30_nB30_i1,heur_semigreedy2s_v3_a0.35,0,150,8408,30,30,FEASIBLE,time limit with feasible solution,8,59.4256,50000,12.4736,10482
r_n150_p0.25_nA45_nB30_i2,heur_semigreedy2s_v3_a0.35,0,150,2794,45,30,FEASIBLE,time limit with feasible solution,5,49.144,50000,0.0479464,48
r_n150_p0.75_nA30_nB45_i1,heur_semigreedy2s_v3_a0.35,0,150,8353,30,45,FEASIBLE,time limit with feasible solution,8,72.2954,50000,0.279761,195
r_n150_p0.25_nA30_nB45_i1,heur_semigreedy2s_v3_a0.35,0,150,2822,30,45,FEASIBLE,time limit with feasible solution,3,29.4021,50000,0.0114884,18
r_n150_p0.75_nA30_nB45_i0,heur_semigreedy2s_v3_a0.35,0,150,8394,30,45,FEASIBLE,time limit with feasible solution,8,71.8996,50000,0.220432,151
r_n150_p0.5_nA30_nB45_i2,heur_semigreedy2s_v3_a0.35,0,150,5525,30,45,FEASIBLE,time limit with feasible solution,5,55.5083,50000,0.257691,229
r_n150_p0.5_nA45_nB30_i2,heur_semigreedy2s_v3_a0.35,0,150,5567,45,30,UNKNOWN,unknown,-1,1.30511,50000,-1,18446744073709551615
r_n150_p0.75_nA30_nB30_i0,heur_semigreedy2s_v3_a0.35,0,150,8394,30,30,FEASIBLE,time limit with feasible solution,8,60.4628,50000,12.2476,10130
r_n150_p0.25_nA30_nB30_i1,heur_semigreedy2s_v3_a0.35,0,150,2834,30,30,FEASIBLE,time limit with feasible solution,3,28.005,50000,0.0133685,22
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v3_a0.35,0,150,5522,30,30,FEASIBLE,time limit with feasible solution,5,49.4206,50000,0.855807,866
r_n150_p0.5_nA45_nB45_i2,heur_semigreedy2s_v3_a0.35,0,150,5526,45,45,FEASIBLE,time limit with feasible solution,8,97.1384,50000,0.0040655,1
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v3_a0.35,0,150,5548,30,30,FEASIBLE,time limit with feasible solution,5,51.7183,50000,1.75669,1695
r_n150_p0.25_nA30_nB30_i2,heur_semigreedy2s_v3_a0.35,0,150,2797,30,30,FEASIBLE,time limit with feasible solution,3,27.1168,50000,0.0113266,19
r_n150_p0.5_nA30_nB45_i0,heur_semigreedy2s_v3_a0.35,0,150,5548,30,45,FEASIBLE,time limit with feasible solution,5,54.1375,50000,0.641717,592
r_n150_p0.75_nA45_nB45_i2,heur_semigreedy2s_v3_a0.2,0,150,8347,45,45,FEASIBLE,time limit with feasible solution,13,123.744,50000,0.628673,253
r_n150_p0.5_nA30_nB45_i1,heur_semigreedy2s_v3_a0.2,0,150,5541,30,45,FEASIBLE,time limit with feasible solution,5,50.8321,50000,0.560675,550
r_n150_p0.5_nA45_nB45_i0,heur_semigreedy2s_v3_a0.2,0,150,5548,45,45,FEASIBLE,time limit with feasible solution,8,97.6974,50000,0.674707,344
r_n150_p0.75_nA30_nB45_i2,heur_semigreedy2s_v3_a0.2,0,150,8343,30,45,FEASIBLE,time limit with feasible solution,8,76.2827,50000,0.110464,71
r_n150_p0.75_nA45_nB30_i2,heur_semigreedy2s_v3_a0.2,0,150,8354,45,30,UNKNOWN,unknown,-1,1.62999,50000,-1,18446744073709551615
r_n150_p0.75_nA45_nB30_i1,heur_semigreedy2s_v3_a0.2,0,150,8353,45,30,FEASIBLE,time limit with feasible solution,15,89.1363,50000,0.0857443,46
r_n150_p0.25_nA45_nB45_i2,heur_semigreedy2s_v3_a0.2,0,150,2800,45,45,FEASIBLE,time limit with feasible solution,4,51.0387,50000,23.8781,23390
r_n150_p0.5_nA45_nB45_i1,heur_semigreedy2s_v3_a0.2,0,150,5542,45,45,FEASIBLE,time limit with feasible solution,8,103.232,50000,0.0337899,15
r_n150_p0.25_nA45_nB45_i1,heur_semigreedy2s_v3_a0.2,0,150,2820,45,45,FEASIBLE,time limit with feasible solution,4,55.5153,50000,7.42272,6681
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v3_a0.2,0,150,5562,30,30,FEASIBLE,time limit with feasible solution,5,52.8206,50000,0.0224051,20
r_n150_p0.25_nA45_nB45_i0,heur_semigreedy2s_v3_a0.2,0,150,2747,45,45,FEASIBLE,time limit with feasible solution,4,51.935,50000,13.4203,12925
r_n150_p0.75_nA45_nB45_i1,heur_semigreedy2s_v3_a0.2,0,150,8352,45,45,FEASIBLE,time limit with feasible solution,12,125.798,50000,5.15663,2061
r_n150_p0.75_nA45_nB45_i0,heur_semigreedy2s_v3_a0.2,0,150,8394,45,45,FEASIBLE,time limit with feasible solution,13,108.395,50000,0.924004,426
r_n150_p0.25_nA45_nB30_i1,heur_semigreedy2s_v3_a0.2,0,150,2822,45,30,FEASIBLE,time limit with feasible solution,5,50.0591,50000,0.177861,176
